asset,label,source,ethnicity,gender,head_id,frame,dist_brow_span,dist_brow_width_left,dist_brow_width_right,dist_cheekbone_width,dist_chin_to_mouth,dist_eye_to_mouth_left,dist_eye_to_mouth_right,dist_eye_to_nose_tip_left,dist_eye_to_nose_tip_right,dist_eye_width_left,dist_eye_width_right,dist_face_height,dist_interocular_inner,dist_interocular_outer,dist_jaw_width,dist_lip_height,dist_mouth_width,dist_nose_length,dist_nose_width,ratio_brow_span,ratio_brow_width_left,ratio_brow_width_right,ratio_cheekbone_width,ratio_chin_to_mouth,ratio_eye_to_mouth_left,ratio_eye_to_mouth_right,ratio_eye_to_nose_tip_left,ratio_eye_to_nose_tip_right,ratio_eye_width_left,ratio_eye_width_right,ratio_face_height,ratio_interocular_outer,ratio_jaw_width,ratio_lip_height,ratio_mouth_width,ratio_nose_length,ratio_nose_width
african_female_auth_african_f_0023_frame_0006_subdiv_head_var_0.glb,good,training_dataset,african,female,23,6,0.1773792434794562,0.0847391493899843,0.0846643016409666,0.1720963948602457,0.0586961529100266,0.0864784234689185,0.086253454969855,0.0809839321439395,0.0808994486282646,0.0584078664484986,0.0585072939649857,0.1605500697680261,0.040788811137342,0.1499024675322945,0.0556292379114239,0.0336562120496484,0.0693618713157061,0.0287371253083155,0.0432404221158974,4.348723057462835,2.077509665693733,2.0756746588148705,4.219205955299146,1.439025832657586,2.120150626056069,2.1146351797169736,1.9854447797278156,1.9833735373130656,1.431958049765918,1.434395667183897,3.936130161465848,3.67508793103948,1.36383572750164,0.825133440058424,1.70051220865826,0.7045345158885198,1.0601049873775543
african_female_auth_african_f_0023_frame_0006_subdiv_head_var_0.glb,good,training_dataset,african,female,23,6,0.1760490765251068,0.0839232252740204,0.0838473143389813,0.1732101261633256,0.0657334369131372,0.0860579061237034,0.0854048294754363,0.0826402027101354,0.0825944669341206,0.0586319428527858,0.0588320444727529,0.167687546892272,0.0406577691001915,0.1511246372220459,0.0612411936993798,0.0314953152293859,0.0715871121401161,0.0296846342288932,0.0446039332341759,4.33002302933235,2.0641374854387897,2.062270414600447,4.260197497223462,1.6167497225721477,2.1166411248889183,2.1005783486294103,2.032580845901504,2.031455949552614,1.4420846040101496,1.4470062124602836,4.12436664882043,3.716992854419399,1.5062605512974696,0.774644451144701,1.7607240565439373,0.7301097646489738,1.0970580585535816
african_female_auth_african_f_0023_frame_0007_subdiv_head_var_0.glb,good,training_dataset,african,female,23,7,0.1707191771879251,0.0826519166095044,0.0825721742719744,0.1715677894911002,0.0617567005659256,0.0847754234459104,0.0845624301197938,0.0803452062359307,0.080322820182007,0.0567412960794581,0.0569457616752739,0.1633755571151819,0.0459195432842614,0.151475282205093,0.0577499950673025,0.0326226843128462,0.0716179498027189,0.0284009425351669,0.0474145236801798,3.717789093221181,1.7999289779049847,1.7981924114710288,3.736269510108643,1.3448892595387,1.8461730536193408,1.8415346510812731,1.7496952384425917,1.7492077324196087,1.2356676922548078,1.2401203845333462,3.557865462725053,3.2987105570148376,1.2576343521059343,0.7104313758283259,1.559639854416092,0.6184935760217181,1.032556517094776
african_female_auth_african_f_0023_frame_0007_subdiv_head_var_0.glb,good,training_dataset,african,female,23,7,0.1726000985864136,0.0832933225449037,0.083215906662101,0.1715816441203092,0.0664559838634505,0.0857663016073074,0.0858485765341146,0.0812254823287876,0.0811362223016285,0.0585612536180886,0.0587653031215887,0.1686624943411087,0.0428043661892518,0.1524316596374235,0.0597470856132021,0.0316564515533962,0.0749124491768693,0.0294193144380228,0.0396229379800257,4.032301233553916,1.9459071576165223,1.9440985598099243,4.008507995695855,1.5525515217215773,2.0036811485096435,2.0056032638014223,1.8975980620683357,1.8955127601445916,1.3681140227417594,1.3728810482035534,3.940310518683954,3.561124091020864,1.3958175516264182,0.7395612731054807,1.750112333065684,0.6872970460057902,0.9256751473632387
african_female_auth_african_f_0037_frame_0002_subdiv_head_var_0.glb,good,training_dataset,african,female,37,2,0.1699553002480716,0.0829685884654118,0.0828297115768083,0.1708691133393131,0.0543721479294665,0.0831575819218638,0.0831682893159752,0.0840688340905386,0.0841809636035468,0.0511248601950016,0.0511754513225803,0.1555225319784952,0.0450319776532873,0.1413830675954889,0.0519866269431631,0.0261302726322283,0.071503915876103,0.0331866261784779,0.0527303558452167,3.774102517917394,1.842437147757713,1.8393531861854997,3.794395055328858,1.2074119495282123,1.846634019987201,1.8468717931135308,1.8668696884202147,1.8693596859475623,1.1353012427885116,1.136424691728912,3.453602086408523,3.139614890645779,1.154438016100946,0.5802603837080379,1.587847560829548,0.73695688947952,1.170953588829723
african_female_auth_african_f_0061_frame_0002_subdiv_head_var_0.glb,good,training_dataset,african,female,61,2,0.1805124064249276,0.0881729637889275,0.0881936199306896,0.1805170934128066,0.0525082366934269,0.0864682442523091,0.0865105743032495,0.0788057241183369,0.0789482380496373,0.0500695750983026,0.0501740631576188,0.1621463269500703,0.0465481630944026,0.1447713349632038,0.0485547504947311,0.0287831799071983,0.070745130527029,0.0286286635063935,0.0480535434837709,3.877970566933803,1.894230790807088,1.8946745492797932,3.878071258079648,1.1280410053332692,1.857608088141868,1.858517469911769,1.6929932113220876,1.6960548559032351,1.0756509337813909,1.0778956638065964,3.4834097882923403,3.1101406659076614,1.043107767674076,0.6183526479621596,1.519826472712864,0.6150331528299575,1.0323402748743336
african_male_auth_african_m_0001_frame_0006_subdiv_head_var_0.glb,good,training_dataset,african,male,1,6,0.1691712492571665,0.0838716726630771,0.0836377505600156,0.1743908946145305,0.0636682613214922,0.0843166939838129,0.0845380069543144,0.077553824648471,0.0777178173379002,0.0509963725752179,0.051452642689423,0.165610977539431,0.0470322661547832,0.1446602878210484,0.0545163688611361,0.0323075949832523,0.0801575961130128,0.0294669240574744,0.0635190047332669,3.596918947099505,1.7832794275116457,1.7783057759701344,3.707899041917521,1.3537145140308562,1.792741470426423,1.797447026602968,1.6489493487989997,1.6524361612117704,1.0842848270884693,1.0939860418397092,3.5212204530907623,3.07576690744544,1.1591269849027213,0.6869240550078544,1.70431073529849,0.6265257123800672,1.350541020588416
african_male_auth_african_m_0001_frame_0009_subdiv_head_var_0.glb,good,training_dataset,african,male,1,9,0.1693167664848082,0.0841334517911102,0.0838961233987422,0.1779861096495054,0.0646082490359446,0.0850059606597876,0.0847196502014964,0.0787117166855254,0.0788128183598023,0.0505461195976619,0.0506636215143802,0.1664913353164451,0.0448269768248435,0.1417585430612348,0.0559766485212007,0.0302064935422516,0.0793029629319535,0.029781320493168,0.0566856217866253,3.7771176750641633,1.876848669047042,1.871554348323713,3.9705133438948255,1.441280532666617,1.8963125930160092,1.8899255805835184,1.7559006263813584,1.7581560020822873,1.1275826115859942,1.130203843822497,3.714087969103773,3.1623489492753576,1.2487268267035565,0.6738463238393292,1.7690901450218488,0.6643615653479202,1.2645425991611738
african_male_auth_african_m_0005_frame_0004_subdiv_head_var_0.glb,good,training_dataset,african,male,5,4,0.1676077235963831,0.081781426990103,0.0815966678496797,0.1796131946973312,0.066327881857333,0.0876178214806057,0.0877958922720409,0.0844278390158506,0.0825781885384255,0.0497055058451412,0.0533277593507619,0.1721410978824226,0.0555089702517886,0.1505194403301725,0.0615974487153111,0.0310501221265627,0.0780126240244063,0.0332444828887088,0.0570855145226249,3.019470958227374,1.4733011010498402,1.4699726454941846,3.2357507963596848,1.194903842684701,1.578444368237627,1.581652332475253,1.520976495022084,1.4876548450430798,0.8954499717735185,0.9607052537430836,3.101140177913421,2.711623718606497,1.1096845867596743,0.5593712509116898,1.4054057149779782,0.5989028933145748,1.0284016126345903
african_male_auth_african_m_0005_frame_0010_subdiv_head_var_0.glb,good,training_dataset,african,male,5,10,0.1744734926464651,0.0837934261602329,0.083603572097056,0.1757007646589059,0.0669614492969678,0.0892244167356532,0.0881162565628554,0.0841271862030047,0.0841884993442119,0.0497879088426427,0.0499537505925693,0.1730516804357882,0.0533268787881496,0.1468423385601004,0.0655048641966777,0.0302428372590642,0.0755838389837381,0.0335775133840307,0.0568708964986659,3.271773946110585,1.571316905553708,1.567756711004706,3.294788081577173,1.2556791400258756,1.6731603042081815,1.6523797860533465,1.5775756638076404,1.578725424352427,0.9336362820039384,0.936746191184738,3.245111740427681,2.753627099449368,1.228364863747366,0.567121833235528,1.4173685147410973,0.6296545784617037,1.066458375045641
african_male_auth_african_m_0026_frame_0001_subdiv_head_var_0.glb,good,training_dataset,african,male,26,1,0.1752402833292742,0.082720690188952,0.0825974283442176,0.1707054366122042,0.0630663068869916,0.0908142921473155,0.0907103779107644,0.0807886612498709,0.0809595071399484,0.0471420343690331,0.0473322248958512,0.1707730260667049,0.0442758929704106,0.1352320600570601,0.0559963435759808,0.0261733912798833,0.0650249268257743,0.0318556202211457,0.0537210909631245,3.9579164094191497,1.8683008887981976,1.865516939419316,3.855493930439435,1.424393787588621,2.0511001823951087,2.048753211400745,1.824664751625937,1.82852341778975,1.064733677998046,1.0690292554343996,3.857020482474103,3.054304520688832,1.2647140423210197,0.5911431599442823,1.4686304998801534,0.7194800168668473,1.2133259740018356
african_male_auth_african_m_0026_frame_0002_subdiv_head_var_0.glb,good,training_dataset,african,male,26,2,0.1679755726045159,0.0803584605047331,0.0802317648141376,0.1716121939590079,0.0556146224235525,0.0884528461702606,0.0887298882203105,0.0792419896651767,0.0793817648757889,0.0468141572991525,0.0470506549023253,0.1631697067438839,0.0456696658100472,0.1357417714402335,0.0494622008055295,0.0268949375501066,0.0632696352286176,0.0315433487686217,0.0589971088807816,3.678055655217027,1.7595587591765216,1.7567845831813995,3.757684469879644,1.2177584713422065,1.9367964402927864,1.942862656130716,1.735112098143352,1.7381726681767211,1.0250602116044716,1.0302386511436716,3.572824627676319,2.9722523480863883,1.0830427577739776,0.5889015624062169,1.3853754807791574,0.6906849045013659,1.2918226537099458
african_male_auth_african_m_0026_frame_0005_subdiv_head_var_0.glb,good,training_dataset,african,male,26,5,0.1661350708405,0.0801324982514162,0.080009936671146,0.171136951102773,0.0663165094760942,0.0901123730287092,0.0896218312728081,0.0777051814050676,0.0778442227962096,0.0466590374891798,0.0469156458842442,0.1740106352638899,0.0471631665059603,0.136502268267263,0.0622560302287947,0.0265449838584523,0.0656386523149919,0.0314625607158038,0.0521951998957153,3.5225597250664715,1.6990483079902885,1.6964496364135038,3.628614526574359,1.406108079441895,1.9106514618207635,1.9002505114130104,1.64758194077676,1.650530033567019,0.9893109590782708,0.9947518235086086,3.6895452141004745,2.8942558012938373,1.3200137912904326,0.5628329441174751,1.3917354829578017,0.6671002616380244,1.106694137873864
asian_female_auth_asian_f_0003_frame_0001_subdiv_head_var_0.glb,good,training_dataset,asian,female,3,1,0.1688711224634955,0.0779436793909619,0.0780905417681849,0.1736260097106647,0.0496151919983654,0.0838358573182538,0.0836826095700619,0.0815726075777206,0.0812780844943931,0.0517355757743408,0.0518517534708604,0.1593052820022352,0.0455295740191604,0.1400192008072882,0.0485664838017544,0.0183642401722399,0.056916466448566,0.0352707840872925,0.0415208768142328,3.709042443323289,1.7119351777409646,1.715160825693682,3.813477579157596,1.0897354756160371,1.8413494772205132,1.8379835826016135,1.7916400347473471,1.7851712045491228,1.1363070463292426,1.1388587437483897,3.498940752997026,3.075346163976036,1.0667019151401664,0.4033475069305863,1.250098813237602,0.7746785434989869,0.9119539927335886
asian_female_auth_asian_f_0003_frame_0002_subdiv_head_var_0.glb,good,training_dataset,asian,female,3,2,0.1734497286736727,0.0793353018211481,0.0794740073511431,0.1765517341818946,0.0478266878125392,0.083581993830579,0.0834960607869499,0.0804279498205527,0.0802476436171227,0.0515079033781305,0.0515597023869116,0.1571550292960273,0.0477502175438835,0.1422276798020831,0.0427568465178456,0.0183981501533814,0.0567918866689728,0.0348689710429697,0.0410307440946545,3.632438501756948,1.6614647199928911,1.6643695346121643,3.697401671932476,1.0016014642987827,1.7504002731247283,1.7486006364309254,1.6843472963581272,1.68057126741618,1.078694632768815,1.079779423822039,3.291189807702932,2.97857658284745,0.8954272612172091,0.3852998185081174,1.1893534645529056,0.7302369043852912,0.8592786840593204
asian_female_auth_asian_f_0008_frame_0001_subdiv_head_var_0.glb,good,training_dataset,asian,female,8,1,0.1679519792502333,0.0828144511852393,0.0828840265729369,0.1784612834683555,0.0485525992118079,0.0850258528740139,0.0849640950318961,0.083195552824294,0.0830717745877914,0.0558076504962951,0.0557972754463701,0.1566989801462063,0.0510016043436406,0.1514787780593164,0.0460496347989035,0.0212388345021055,0.0571781585572346,0.0316441451101354,0.0438027754152133,3.2930724711834483,1.6237616885000077,1.6251258688741952,3.499130777649891,0.951981802075642,1.6671211419374832,1.665910241948893,1.6312340345949834,1.6288070866960778,1.0942332347090895,1.0940298087569371,3.072432370762173,2.9700786869110347,0.9029056123142416,0.4164346352518964,1.121105096458875,0.6204539154674872,0.8588509318271087
asian_female_auth_asian_f_0008_frame_0003_subdiv_head_var_0.glb,good,training_dataset,asian,female,8,3,0.1694375356255927,0.0831187603614335,0.0831919765632909,0.1800787703972795,0.0485623445304693,0.0855352046515832,0.0855919628453579,0.0840793409181401,0.0839544724720081,0.0556392889495887,0.0555983180577284,0.1566819614503886,0.0541318203504572,0.156610004863843,0.0454698380935136,0.0206470060469695,0.0570939785858179,0.0318782304910187,0.0466185578050734,3.13009122044353,1.5354879962157295,1.5368405500626796,3.3266712486560275,0.8971127188420726,1.580127993069805,1.5811765111762943,1.5532332068974994,1.5509264593075698,1.0278481046706338,1.027091232066036,2.894452106653846,2.8931228222130176,0.8399835401642755,0.3814208706320571,1.054721201248789,0.5889000274632274,0.8612043249840509
asian_female_auth_asian_f_0009_frame_0001_subdiv_head_var_0.glb,good,training_dataset,asian,female,9,1,0.1693395698544142,0.0810525564546906,0.0811020708015906,0.1747168327843372,0.0426605608332172,0.0845743869100282,0.0847492837412745,0.0807524449349233,0.0806925989507704,0.0534940495048695,0.0535094683257722,0.149397603233647,0.0452588633509113,0.1438623583690634,0.0464244916949765,0.0173999910523751,0.0554741332403337,0.0316168174440645,0.0340309234057949,3.741578053815713,1.7908659310830546,1.7919599565011497,3.860389321527649,0.9425901950398444,1.8686811963059435,1.8725455627150216,1.7842349311518275,1.7829126269726705,1.1819574232367973,1.182298103929179,3.300957915697162,3.17865601823972,1.025754697704791,0.3844548838415488,1.2257076102468367,0.6985773637072106,0.7519173237281411
asian_female_auth_asian_f_0010_frame_0001_subdiv_head_var_0.glb,good,training_dataset,asian,female,10,1,0.170146733455048,0.0795228649551205,0.0795879642214174,0.1760550441569073,0.0443454990346909,0.0863376776923352,0.085657971101714,0.0812396423545899,0.0811091574857362,0.0532225978267522,0.0533312728076338,0.1518900593991951,0.0516321463423462,0.1491165095307208,0.0410357250715669,0.018351628727347,0.0546860581053963,0.034240085542888,0.0471015099040665,3.2953643322687447,1.5401812744301813,1.5414421026333174,3.409795188245257,0.8588738252455885,1.6721690614965796,1.659004654460032,1.5734314397067966,1.5709042376031208,1.0308035128708477,1.0329083058841186,2.9417731037576864,2.8880556028410225,0.7947708545656833,0.3554302896042096,1.059147488132705,0.6631544099650556,0.9122516347037094
asian_female_auth_asian_f_0013_frame_0002_subdiv_head_var_0.glb,good,training_dataset,asian,female,13,2,0.1710254512874651,0.0809396641670402,0.0810187282737189,0.1775616786388894,0.0520805778764055,0.0854247326102482,0.0854147773801743,0.0814476820610419,0.0813981185822134,0.0551677266887421,0.0550742651420616,0.1633467013082662,0.0518053444723831,0.1531298150264629,0.0482456105137805,0.0231747627183471,0.0555194232304633,0.0315003519782828,0.0324466927935389,3.3013090257248847,1.5623805804474156,1.5639067570896903,3.427478003423868,1.0053128380252194,1.6489559808985972,1.6487638148165986,1.5721868639337182,1.571230138728368,1.064904157102004,1.06310006627639,3.153085902079942,2.9558690630480187,0.9312863567483805,0.4473430869801731,1.0716929651931988,0.6080521671866385,0.6263194101688854
asian_female_auth_asian_f_0013_frame_0004_subdiv_head_var_0.glb,good,training_dataset,asian,female,13,4,0.1750600450123304,0.0823238040766675,0.082406599789457,0.1799414967156558,0.0521623139455104,0.0867409781882107,0.0866993621568188,0.0813435008083293,0.0813381061793028,0.053696936256586,0.053745233662999,0.1643021319925992,0.0520630337388549,0.1502865480438059,0.0530910089710972,0.0222241288901061,0.0586344823833493,0.0312777323119418,0.034042255578459,3.3624633917881384,1.5812333274622217,1.5828236249697545,3.45622380782172,1.0019069231953233,1.6660761380771287,1.665276798730125,1.562404166002762,1.5623005487403967,1.0313831599965282,1.0323108317617813,3.1558309263484112,2.886626791624058,1.0197448200463797,0.4268696480804597,1.126221008891959,0.6007666105058165,0.6538661528871512
asian_female_auth_asian_f_0013_frame_0005_subdiv_head_var_0.glb,good,training_dataset,asian,female,13,5,0.1750359795841641,0.0822131633017658,0.0822944632928566,0.1758419168230438,0.0566356268958766,0.0873538711236768,0.0872960342149667,0.0824919902209662,0.0825378742709431,0.0545586124604017,0.0544265366651929,0.168377096822035,0.0524704890894313,0.1545741458114397,0.0527275675888053,0.0219047256376668,0.0566373208008573,0.0313824071022994,0.0354203853082232,3.335893806627771,1.5668457589873166,1.5683952012071558,3.3512536260780146,1.0793805790402702,1.6648190752479883,1.6637168002413365,1.5721597349772334,1.5730342084340887,1.0397961484104208,1.0372790040593605,3.2089866083590524,2.9459253857531538,1.0048994873849149,0.4174675330418994,1.079412862043728,0.598096332755939,0.6750534619155597
asian_female_auth_asian_f_0013_frame_0007_subdiv_head_var_0.glb,good,training_dataset,asian,female,13,7,0.1677143982725287,0.0800096218898598,0.0800793511005792,0.1779561343613209,0.0491575571674225,0.086486938314231,0.0864557741644641,0.0836452510353506,0.0834971858616424,0.0549720180765549,0.0549777680422941,0.1601024169394955,0.0517181592448421,0.1539473980584201,0.0459279508353633,0.0234037464716009,0.0552096370676876,0.0316858157409503,0.0375111509180834,3.242853201300955,1.5470315080450054,1.5483797619607975,3.440882988871432,0.9504893036641676,1.6722741021154284,1.6716715255693566,1.6173284636709615,1.6144655393931044,1.0629152096521572,1.063026388507381,3.095671216400896,2.9766604284891183,0.8880430298753095,0.4525247381834262,1.067509707882608,0.612663254137577,0.7252994202771142
asian_female_auth_asian_f_0013_frame_0007_subdiv_head_var_0.glb,good,training_dataset,asian,female,13,7,0.1738157681748425,0.0818158621315029,0.0818974190484203,0.1838975746512342,0.0541998160182891,0.0861224206544442,0.0871845327144259,0.0811732679411855,0.0811299689678483,0.0537244481422589,0.0537348102368243,0.1663605883258645,0.0506936363219651,0.1493802938089273,0.051532437013444,0.022469560418557,0.056316203290146,0.0318362496894091,0.031193159811316,3.4287492629430814,1.613927665631925,1.6155364852557428,3.6276264240202662,1.0691640992975049,1.6988803112774171,1.7198318968617698,1.6012516329591828,1.6003975026091273,1.059786830067674,1.059991236287413,3.2816858366457704,2.946726742192731,1.0165464691889838,0.4432422301657054,1.11091267812139,0.6280127447794615,0.6153269340002023
