asset,source,ethnicity,gender,head_id,frame,dist_interocular_inner,dist_interocular_outer,dist_eye_width_left,dist_eye_width_right,dist_eye_to_nose_tip_left,dist_eye_to_nose_tip_right,dist_eye_to_mouth_left,dist_eye_to_mouth_right,dist_nose_width,dist_nose_length,dist_mouth_width,dist_lip_height,dist_jaw_width,dist_cheekbone_width,dist_face_height,dist_chin_to_mouth,dist_brow_width_left,dist_brow_width_right,dist_brow_span,ratio_interocular_outer,ratio_eye_width_left,ratio_eye_width_right,ratio_eye_to_nose_tip_left,ratio_eye_to_nose_tip_right,ratio_eye_to_mouth_left,ratio_eye_to_mouth_right,ratio_nose_width,ratio_nose_length,ratio_mouth_width,ratio_lip_height,ratio_jaw_width,ratio_cheekbone_width,ratio_face_height,ratio_chin_to_mouth,ratio_brow_width_left,ratio_brow_width_right,ratio_brow_span
auth_african_f_9613_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9613,9613,0.047276827069382805,0.15065352657159833,0.057034393761535976,0.05703994066268273,0.08329321495394058,0.08325034016696926,0.08580078637171028,0.08554864106042413,0.03806962324404629,0.031040347215842853,0.05946681966462572,0.021477100620015913,0.05146534591044405,0.1722888202033274,0.16150142025856531,0.046968707622767045,0.08334817908774184,0.0833426671199132,0.1711002886299553,3.1866251588860086,1.2063921649782694,1.2065094930963052,1.7618190584512077,1.76091217045493,1.814859238455031,1.8095258578769289,0.805249116827909,0.6565657879342977,1.257842866175284,0.45428388390989993,1.088595599592888,3.6442551432328303,3.416079933231308,0.9934826538556919,1.7629816604532538,1.762865071245172,3.6191153094697097
auth_african_f_9614_subdiv_african_head.glb,pca_gnm_variation_001_bad,african,female,9614,9614,0.04860476540033188,0.14651248652857324,0.05551446592798739,0.05552934593218075,0.08223237235650038,0.08213056406100629,0.08538241062546147,0.0850853937887334,0.04030951299449073,0.03033054273028423,0.05963055032420856,0.02138146902210604,0.04928554213420618,0.1791505519124313,0.16028299628714557,0.04617004217989711,0.0838073889181272,0.08380239600846814,0.17193449289590407,3.014364647618952,1.1421609685952383,1.1424671115026426,1.6918582299327154,1.689763614422167,1.756667477400857,1.7505566190460908,0.82933252866221,0.6240240536183542,1.2268457595271387,0.43990478805932154,1.0140063783513222,3.6858639361153673,3.297680689680916,0.9499077261173625,1.7242628007325995,1.7241600760384685,3.5373999129461917
auth_african_f_9615_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9615,9615,0.045909899689699565,0.15557371083307778,0.058575376602216234,0.05850727021356884,0.08144218652906353,0.08145178248136861,0.0839505170870852,0.08372083823719724,0.038381394166739566,0.02949609753487602,0.058371530239217394,0.01985879822340985,0.050629393861676995,0.1792653799391541,0.16126024630238112,0.04811917076664554,0.08395918124959065,0.08394055604730549,0.17352519950430728,3.388674597082219,1.2758768151993658,1.274393335838537,1.7739569696192574,1.7741659866802821,1.8285929103417429,1.8235900928352717,0.836015639898052,0.642477934698991,1.2714366756134243,0.43256026167849393,1.102799052140737,3.904721664625515,3.512537544022597,1.048121888566044,1.8287816313488459,1.8283759410203757,3.7796902340703595
auth_african_f_9616_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9616,9616,0.047987178352562054,0.15241026624983178,0.05679585126232331,0.05679237923557017,0.0826304283527624,0.08258752465958774,0.08442908272945104,0.08418910622992899,0.03532492580640283,0.030052151221525398,0.058916852241161374,0.020479255033360406,0.04636668276893584,0.17254003163338652,0.15916707015217593,0.04591474199470523,0.0831763057414116,0.08315966045190441,0.1704356076224989,3.1760622625083883,1.183563051885316,1.1834906986678038,1.7219272145087632,1.7210331487468749,1.7594091927879176,1.754408346566893,0.736132588310786,0.6262537672194869,1.2277623786983045,0.42676514303256613,0.9662306549528621,3.595544425757522,3.316866621804154,0.9568127064560741,1.7333026986982825,1.7329558291785765,3.551690544718166
auth_african_f_9618_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9618,9618,0.04766062798663701,0.15905702434568,0.05993552267588726,0.05989586632323771,0.08617825488574962,0.0861890151388648,0.08657157626548358,0.0863412431317971,0.03687769608934074,0.03569043720325445,0.05990149897566384,0.01932853775725008,0.06830696950830518,0.18329018354887994,0.17374296139462916,0.05934265345172009,0.08583715439994644,0.08584622546165176,0.17294482175225886,3.3372834363465813,1.2575479008101165,1.2567158439463113,1.8081644855773218,1.8083902537547407,1.8164170285325727,1.8115842526457115,0.7737559836534347,0.7488452987497618,1.2568340264517475,0.4055451758350598,1.433194911478232,3.8457358052493653,3.645419054137156,1.2451085090267475,1.8010076246585185,1.8011979507639124,3.6286727443194575
auth_african_f_9622_subdiv_african_head.glb,pca_gnm_variation_001_bad,african,female,9622,9622,0.04497527763392532,0.1500761438099675,0.05709142391950532,0.057090362611388425,0.08559389232447633,0.08572714141100948,0.08516096522696061,0.08499923929069479,0.03494668736049148,0.03237247914783879,0.05739581271850593,0.021991866602784654,0.059719179007795775,0.17428853367320998,0.1687650624425967,0.05430357113546629,0.08440855927454881,0.08443547731136802,0.1705187787766251,3.3368586411296213,1.2693956974362435,1.2693720998472406,1.903132050037907,1.9060947685255556,1.8935061595422549,1.8899102743187732,0.7770199362622907,0.7197838646229922,1.2761636111660526,0.4889767836851764,1.3278223537357103,3.875207510486657,3.7523962345770037,1.2074093589253252,1.876776836411979,1.8773753438195,3.7913891308144145
auth_african_f_9623_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9623,9623,0.0458249392418537,0.15601593270518083,0.05897206106819342,0.05896153366472029,0.08820651780936516,0.08788584931140403,0.08511226817534477,0.0849932989245092,0.04342256253712477,0.034871629109239105,0.05777508821204593,0.021748163647990048,0.0606004137115604,0.17609704288810682,0.1693261201844821,0.05494040398196566,0.08668379988180122,0.08671125727089621,0.17377860871603296,3.40460751910142,1.286898838140345,1.2866691072635057,1.9248583690167278,1.917860683842096,1.8573351014420643,1.8547389332244115,0.9475749069289602,0.7609749120494085,1.2607782829153802,0.4745923073287265,1.3224330400467108,3.8428210882878933,3.6950648050140775,1.1989192978959031,1.8916293467254515,1.892228526769097,3.7922278041410733
auth_african_f_9624_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9624,9624,0.04516033086022828,0.15664214000442941,0.05964823415983959,0.05966852960646559,0.08753585946700203,0.08727698082379046,0.0848462349418274,0.08479112353757252,0.04513017816569821,0.034074322853430726,0.05861259237108572,0.0227968538027305,0.059406370715225254,0.1718397364340521,0.16936949319683062,0.05520135587744983,0.08524259473969775,0.08526379952559432,0.17072506270884424,3.4685782194386166,1.3208103887558202,1.3212597974789055,1.9383352114475527,1.9326027768466458,1.8787779745110245,1.877557624633043,0.999332319007507,0.7545188931164195,1.2978778333686778,0.5047982016182966,1.315454727271344,3.8051035756557665,3.750404170443991,1.2223417062266135,1.8875546993560457,1.8880242438764834,3.780420990210195
auth_african_f_9627_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9627,9627,0.05028637328435963,0.14937227507839435,0.054766552296880426,0.05462210399799497,0.08793555384571884,0.0878149788591815,0.08805061113772586,0.08780087904508001,0.036313667018224596,0.035883924075747586,0.062498522108410746,0.0165945148285745,0.06006329806553358,0.17780474656479942,0.1698395382066193,0.05333979134253811,0.08666628782383347,0.08667938971203068,0.17359072721052482,2.970432451625081,1.0890933014235538,1.0862207876698053,1.748695483535081,1.7462977169302891,1.7509835246979701,1.7460173265744017,0.7221373236220058,0.7135914111926703,1.2428520496993052,0.33000023156841624,1.1944249334881907,3.5358435089233473,3.37744655487899,1.0607205860902318,1.723454728654869,1.7237152741534103,3.4520430858853777
auth_african_f_9628_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9628,9628,0.04583417248054131,0.1544236257736794,0.05843825578367745,0.05886311381609489,0.08885647486371819,0.08891522817578312,0.08905955198913637,0.08901250550401733,0.036619356740508605,0.03629542105794854,0.06312296148082652,0.01678526916664842,0.062389741441634734,0.1781418774415758,0.1718331879632976,0.053753052427175034,0.08677488786974169,0.0867736180884706,0.1741015091791631,3.3691810589411046,1.2749931464015665,1.2842626064883131,1.9386512301807521,1.9399330971565307,1.9430819227061686,1.9420554727328654,0.7989531556625177,0.7918855974405908,1.377203035739875,0.366217349593789,1.3612058005000967,3.886660711878351,3.749019097841215,1.1727723992397954,1.893235618175098,1.893207914363676,3.7985088364598947
auth_african_f_9629_subdiv_african_head.glb,pca_gnm_variation_001_bad,african,female,9629,9629,0.04772587570939788,0.15177968656050952,0.05670935405887958,0.05698858922154627,0.08216126071620201,0.08219546618893268,0.0852529515261044,0.0850787792051562,0.03836270977958672,0.030044677106837486,0.05939426086959079,0.021447836113240106,0.05148640152146775,0.17714470627851314,0.16301531609447595,0.04863254248584294,0.08484858909285797,0.08485413917891368,0.1758455038079638,3.1802389019468955,1.1882307703305846,1.194081583092344,1.7215244245381827,1.7222411316121176,1.7863046043452049,1.782655172703369,0.803813637976528,0.6295259470937539,1.2444876073357256,0.44939638706339613,1.0787942757712325,3.7117120146132994,3.415658983128433,1.0189973837665283,1.7778320006006745,1.7779482915219664,3.684489832699652
auth_african_f_9630_subdiv_african_head.glb,pca_gnm_variation_001_bad,african,female,9630,9630,0.04850407315673656,0.15220108637021681,0.05698964596962446,0.05708848476073506,0.0835364845225874,0.08342277832778466,0.08588632862709324,0.0854953539333689,0.040814041076653956,0.030840311602020762,0.05945998045613376,0.02219444571962055,0.05159369007477021,0.1742372589310815,0.1640138473929245,0.04886849236433155,0.08501741247710305,0.08502650492198421,0.17439111323409995,3.137903199972354,1.1749455717969814,1.1769833138808516,1.7222571030817708,1.7199128423341157,1.7707034283401162,1.762642771403926,0.8414559524674772,0.6358293148363656,1.2258760262049366,0.4575790088370762,1.0636980920767174,3.5922191187542007,3.381444829652315,1.0075131671193345,1.7527891359221917,1.752976593269367,3.5953911060329036
auth_african_f_9631_subdiv_african_head.glb,pca_gnm_variation_001_bad,african,female,9631,9631,0.04787431106066116,0.14834900484331245,0.055163594382497266,0.055249500678618536,0.08148677708687752,0.0814276472767962,0.08478142717910316,0.08467249389079826,0.040080294945412216,0.030710726303982964,0.06191711993781516,0.021826427425634072,0.051271692188010955,0.17773963718934557,0.16241426493342556,0.04735458208157459,0.08468547152652023,0.08468294626039431,0.1756235286662357,3.0987183221360746,1.152258761752204,1.154053174960833,1.702098166668681,1.7008630614782085,1.7709169134920246,1.7686415118018182,0.8371983649984392,0.641486543066273,1.2933265997156693,0.45591105004055266,1.070964595668959,3.71263070426503,3.392513883440155,0.9891438859887085,1.7689125890337292,1.7688598412015417,3.6684293679694844
auth_african_f_9632_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9632,9632,0.04693054896876111,0.14825746557009908,0.053644090762455354,0.0538060454030614,0.08047907444944451,0.08056765491990964,0.08425779158620413,0.08401228857021494,0.041166608037427506,0.03026587849420642,0.05926497895418711,0.02148758715199711,0.04917261213197066,0.18034864225328665,0.16262712179015404,0.048272188945848025,0.08606059730495502,0.0860501448786188,0.17823392899372903,3.159082278555602,1.1430527010916292,1.1465036439031835,1.714854742121484,1.7167422220766853,1.795371957875233,1.790140759404646,0.877181472239536,0.6449078299585335,1.262823049302839,0.4578592755499222,1.0477740664125186,3.842883712554355,3.46527209597325,1.0285877750541543,1.8337862905085656,1.8335635693479164,3.797823228370263
auth_african_f_9635_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9635,9635,0.045621104573580935,0.1555446425521003,0.059373081879235276,0.05937570423363241,0.08864243092153291,0.08844594853664402,0.08774100119004158,0.08751669475131242,0.036259298623613406,0.03564556606626833,0.06177202672975637,0.015476184138858255,0.06063253191770948,0.17527538928532174,0.17004968929090247,0.0536125728443586,0.086701811133006,0.08669144117123237,0.17428044976153304,3.409488744430265,1.3014389378379514,1.3014964190064071,1.9430136939925282,1.9387068630482664,1.9232546430024882,1.9183379177099784,0.794792212124804,0.7813393910438237,1.354023040589166,0.3392329993653962,1.3290456792846184,3.8419803931451337,3.727434723037763,1.1751704248608987,1.900475929800586,1.9002486235599645,3.820171637458739
auth_african_f_9636_subdiv_african_head.glb,pca_gnm_variation_001_bad,african,female,9636,9636,0.04602064670048872,0.1579618329080807,0.05974523692249137,0.05971340135395654,0.0898864719150735,0.08971099176737826,0.08775450730485546,0.08764945411964933,0.03586367107628354,0.037117823643257476,0.062176881246506846,0.016849846462159465,0.059760980108163775,0.17309475711983402,0.168113048314971,0.05157652983196365,0.08633256232452653,0.08633288406173494,0.17372261735371092,3.432412280864432,1.2982268004907653,1.2975350334075684,1.9531770707194112,1.9493639963652567,1.906850807116614,1.9045680668089902,0.7792952434956262,0.8065471979311255,1.3510649176915315,0.3661366727812742,1.2985688901136005,3.761241302113119,3.6529918714329086,1.1207258813122225,1.8759528280077324,1.8759598191569549,3.7748843140847486
auth_african_f_9638_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9638,9638,0.049192091530495856,0.15248196107750064,0.05653405001285427,0.056461054272869314,0.08933412230212187,0.08919505616016905,0.0846224084035494,0.08455687194592475,0.036968776252507406,0.03700452577039699,0.06269912970649202,0.028614202693714428,0.06772563017209261,0.17704488345393735,0.17426603523133008,0.061863016591774594,0.08548423652403479,0.08551997586949912,0.1728845840497774,3.0997251048569843,1.1492507891803478,1.1477668974060022,1.8160261034386107,1.8131991014221056,1.7202441646761264,1.7189119087059972,0.7515186913650378,0.7522454243982821,1.2745774321797783,0.5816829860949398,1.3767585005022034,3.599051757012226,3.542562021850537,1.257580531078326,1.7377638125234052,1.738490338766799,3.5144792317399305
auth_african_f_9639_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9639,9639,0.05006425509579113,0.1556629185544891,0.05808232651803339,0.05809774755895777,0.08982359969673562,0.08957223166421706,0.08402523106387276,0.08395899148164948,0.03706301731501509,0.03845040721390879,0.06567058755889983,0.01641633303615925,0.06947277814165934,0.17664155400455941,0.1752262299255312,0.0636255823218012,0.08514933083022015,0.0851865516935882,0.17180383983888972,3.109262651699288,1.1601556121608276,1.1604636371358297,1.7941663073757994,1.7891453991042672,1.6783477733385215,1.6770246820012682,0.7403089738197454,0.7680211588155896,1.3117260495187257,0.32790526903374145,1.38767226255005,3.528296859038048,3.500026707483407,1.270878438120418,1.7008009140912717,1.7015443759343936,3.4316667552561504
auth_african_f_9640_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,female,9640,9640,0.04982852894222166,0.15564093263256457,0.05757804200461706,0.05751031133854576,0.09103860364517576,0.09084987145032133,0.0842690025662098,0.08422597804902045,0.03759876485987485,0.03893784994891363,0.06842153351479292,0.018265287964302403,0.06975590318416185,0.1769252348004577,0.1772517270279879,0.06557917800338968,0.08605404677062223,0.08608489937693424,0.17300361417516105,3.1235305544146605,1.1555236172310304,1.1541643423836867,1.8270377548319552,1.8232501215451433,1.6911798191739387,1.6903163676913706,0.7545630115525235,0.781436875129582,1.3731397447861777,0.366562857705107,1.3999189754336685,3.550681478187128,3.5572337933860934,1.3160970110000956,1.7270035579498169,1.7276227334897527,3.4719791622940797
auth_african_m_9641_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,male,9641,9641,0.0498386137786508,0.15796890406893385,0.05838450669263,0.05837205643441167,0.08693414924999575,0.08689533895050487,0.08399996325897888,0.08390813873519093,0.03626321934875929,0.03645032660688807,0.06681573312941495,0.017827529107615904,0.07030952885105379,0.18121534585992344,0.17829660492446558,0.06614936905017679,0.08590322731934477,0.085912056152028,0.17467436945178139,3.169608704819203,1.1714713204491247,1.1712215089621196,1.7443131471532909,1.7435344276715805,1.6854393990982481,1.6835969617424307,0.7276129209736015,0.731367183862208,1.3406418851488318,0.357705155821421,1.4107440701164133,3.6360430622079227,3.5774792155403388,1.3272714474757918,1.7236279423996108,1.7238050908396225,3.5047999173405193
auth_african_m_9642_subdiv_african_head.glb,pca_gnm_variation_001_bad,african,male,9642,9642,0.04902351439322907,0.15632057646494535,0.05838049030353978,0.05838380479755298,0.084661160099858,0.08467289881894732,0.08395035581846833,0.08396059838596719,0.035720963044783956,0.03434968021607489,0.06358909519511803,0.014731795626412535,0.0699452787943623,0.18034172058780226,0.17661732288402734,0.06399120160701229,0.08490171424454877,0.08490749434167397,0.17393443736965744,3.1886856419770613,1.190867097680028,1.1909347079697883,1.7269500391336907,1.7271894899204125,1.7124507872912351,1.712659719017686,0.7286495773896943,0.7006776368692801,1.2971141702541975,0.3005046824722797,1.426769982937471,3.678677932822995,3.602706274122628,1.3053164873844803,1.7318569526356733,1.731974857220784,3.54797977098273
auth_african_m_9643_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,male,9643,9643,0.04955293368031922,0.14588050192082871,0.052603102442824616,0.05269413914154824,0.08365452253424528,0.08369349569289537,0.0832954044620856,0.08330184277017291,0.03585680481652904,0.03422819092907186,0.06425119237129663,0.014857747090889417,0.07137272488984348,0.18281140179745312,0.17832981124536185,0.06639191357343631,0.0852385327224323,0.0852686793789032,0.17309136710546041,2.94393270158226,1.0615537473963288,1.0633909080236073,1.688185064358159,1.688971559844007,1.6809379036859682,1.6810678315753813,0.7236060946028342,0.6907399499268428,1.2966173261466267,0.2998358722157841,1.4403329851324294,3.689214506992141,3.5987740381996502,1.3398180217088735,1.7201510867617151,1.7207594595508096,3.493059931065324
auth_african_m_9644_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,male,9644,9644,0.05049358610076619,0.1554832989447933,0.057552345839122,0.05757732469560308,0.08615315597200893,0.0861110915164364,0.08395255491033816,0.08392248670671018,0.035898802285174,0.03479264632798501,0.06603494368105817,0.016470705916746778,0.07344183423700387,0.18061174458139836,0.179964838788021,0.0681276929994871,0.0853879076845354,0.08537591625414818,0.1742484048360349,3.079268298244992,1.1397951756539768,1.140289869305389,1.7062197919569362,1.7053867266347666,1.6626379980776267,1.6620425124734157,0.7109576692281968,0.689050808523522,1.3077887466593734,0.32619402163034034,1.4544784775326043,3.5769244874183688,3.564112844527995,1.3492345911722305,1.6910644356717561,1.690826951442308,3.450901753903965
auth_african_m_9645_subdiv__fbx_backup_head.glb,pca_gnm_variation_001_bad,african,male,9645,9645,0.046592571577741784,0.14932778552850778,0.056477681698404704,0.05646718909350473,0.08762927860898463,0.08740630623761719,0.0901057075987721,0.08998573147404408,0.03599581832630342,0.03548440261652815,0.05845616086311152,0.021457870159449104,0.0692840247244286,0.17007910480445038,0.17638949093009698,0.05827304100608883,0.08052899854672253,0.0806098406039198,0.1631225213506085,3.204969815399601,1.2121606467711097,1.2119354476772484,1.8807564305132047,1.8759708528166528,1.9339071561745997,1.9313321507463668,0.77256560664918,0.761589270884541,1.254624050221714,0.46054273101551585,1.4870186894240236,3.6503480929500918,3.7857856940946744,1.2506938130439453,1.7283656132256255,1.7301006979067186,3.5010413855013627
