asset,ethnicity,gender,head_id,is_master_reference,dist_interocular_inner,dist_interocular_outer,dist_eye_width_left,dist_eye_width_right,dist_eye_to_nose_tip_left,dist_eye_to_nose_tip_right,dist_eye_to_mouth_left,dist_eye_to_mouth_right,dist_nose_width,dist_nose_length,dist_mouth_width,dist_lip_height,dist_jaw_width,dist_cheekbone_width,dist_face_height,dist_chin_to_mouth,dist_brow_width_left,dist_brow_width_right,dist_brow_span,ratio_interocular_outer,ratio_eye_width_left,ratio_eye_width_right,ratio_eye_to_nose_tip_left,ratio_eye_to_nose_tip_right,ratio_eye_to_mouth_left,ratio_eye_to_mouth_right,ratio_nose_width,ratio_nose_length,ratio_mouth_width,ratio_lip_height,ratio_jaw_width,ratio_cheekbone_width,ratio_face_height,ratio_chin_to_mouth,ratio_brow_width_left,ratio_brow_width_right,ratio_brow_span
african_female_loPoly_0011_grp.fbx,african,female,0011,False,0.047331350794437475,0.15282370348997537,0.056663661857455395,0.056875631023933386,0.0854977241710317,0.08562386611745655,0.08105129047775173,0.08103209230840283,0.05299724926335671,0.0327699525541039,0.0763566878715332,0.02787260705809107,0.05009554774643686,0.18463003564982755,0.15306911829570333,0.053576617018837265,0.08837281959485084,0.08825478521504848,0.18144738883713385,3.228805029328165,1.1971697597127247,1.201648169116221,1.8063656062205529,1.8090306885456422,1.712422931468018,1.7120173193520176,1.119707094215978,0.6923519401849635,1.6132370319020533,0.5888825607184391,1.0584009732577555,3.9007979394394514,3.2339900663408168,1.1319477707603003,1.8671096030759529,1.8646158145442249,3.8335561058709127
african_female_loPoly_0012_grp.fbx,african,female,0012,False,0.04769084019885141,0.15261411322239823,0.05728322329041043,0.05771404245658045,0.08862734017266344,0.08866493829579113,0.08476588488092712,0.08466970678114613,0.05539370702921402,0.035763243951488666,0.07241363123919192,0.02482867949502618,0.048348869942964806,0.18196891713261962,0.15154106412573906,0.0516973100221647,0.08738566067565838,0.08732481371977395,0.17865415856643715,3.2000718080465647,1.201136802194356,1.2101703852550376,1.8583723793316171,1.8591607513328425,1.777403889876711,1.775387190246762,1.1615166937349979,0.7498975443160674,1.518397053548575,0.5206173636593668,1.0137978224197703,3.815594700657049,3.1775716991748193,1.0840092102929606,1.8323363629429825,1.8310605004161173,3.746089559788042
african_female_loPoly_0013_grp.fbx,african,female,0013,False,0.049168445439894314,0.15790046006441116,0.061884038308313134,0.06188588892335104,0.09043415932005382,0.09035325185490735,0.08147824722618681,0.08147568886408438,0.05283094876102509,0.03511686578452431,0.07626228034496307,0.028469514908367157,0.04835124313831329,0.18145950138568878,0.15327070159075176,0.05522349942166218,0.08741096037560227,0.08739842619304007,0.17862056195735931,3.211418596860779,1.2586128716223686,1.2586505098885645,1.8392722916286735,1.8376267755985731,1.6571247371607352,1.6570727045597542,1.0744888980801313,0.714215498788806,1.5510411131096156,0.5790200331464527,0.9833795375414095,3.690568204103848,3.117257424339695,1.123149184961925,1.7777857240261399,1.7775308007221782,3.632829152097416
african_female_loPoly_0014_grp.fbx,african,female,0014,False,0.049225678924358286,0.1574514731764795,0.06185634284505278,0.061858040484520246,0.08969022991388216,0.08960879029096035,0.08277096175933615,0.08276846542405564,0.052009923130017635,0.03450644415135288,0.07509404420852699,0.02904201376490643,0.04834965243935585,0.18376617878675647,0.1532498719010437,0.053616332373341034,0.08730201476374695,0.08728959811829098,0.17678894102573395,3.1985637703123273,1.256586891165141,1.2566213780326574,1.8220211863751634,1.8203667729734314,1.681459018300684,1.681408306246832,1.0565608086368439,0.7009846264259059,1.5255055054480577,0.5899769063527451,0.9822038719598247,3.7331365011569937,3.1132099190857727,1.089194370599328,1.7735055497740915,1.7732533105825297,3.5913967036877916
african_female_loPoly_0015_grp.fbx,african,female,0015,False,0.05157134329519889,0.16365890204912675,0.06409041646937852,0.06409236192491953,0.09254904843140133,0.09246615333069703,0.08977810271637254,0.08977587087712714,0.05754531100081311,0.03269916736726797,0.07589545845985413,0.03255164152002156,0.04967722296714783,0.18381413072988417,0.15825655097340022,0.0541457044642914,0.08858560892383567,0.0885732375570154,0.18185549974441909,3.173446561442638,1.2427525128154866,1.2427902363925103,1.7945828539241737,1.792975467042087,1.740852515756179,1.7408092390233503,1.115838900519203,0.6340569253760769,1.4716595227202414,0.6311963086494201,0.9632718442641884,3.5642688164571545,3.0686916582243327,1.0499184431624486,1.7177293291889622,1.7174894407930084,3.5262897594786753
african_female_loPoly_0016_grp.fbx,african,female,0016,False,0.05153232875757157,0.14988213777753337,0.05447702548523898,0.054485617650075945,0.08794642654534494,0.08784828173505148,0.08330645076076312,0.08327319081463191,0.057214026761837684,0.0340436125983806,0.07519862055787953,0.02764896965256609,0.04833980277180672,0.18071000278604302,0.15679497609424517,0.05621999478249907,0.08658076495099089,0.08656626710172906,0.18043786288093763,2.9085069778747656,1.0571427063100607,1.0573094397964782,1.7066262803507226,1.7047217514334447,1.6165861852017125,1.6159407661621872,1.1102550212895494,0.6606263178699958,1.4592513548464605,0.536536390246165,0.9380480940268825,3.5067307677123276,3.042652639120399,1.0909655382930612,1.680125215343964,1.67984388031387,3.5014498127920555
african_female_loPoly_0017_grp.fbx,african,female,0017,False,0.044593687906145194,0.15348616681976915,0.059153489726083475,0.05925516818083182,0.08629457552896387,0.08632530083324381,0.08192045902351971,0.08191748008119325,0.050551779919865904,0.03153544456178232,0.06990120829526099,0.027394025513366685,0.04870016142854064,0.1781955233520844,0.15428402394127497,0.056057615099348555,0.08583455019961388,0.08570444087820214,0.1771735272959476,3.4418809931756758,1.3264991639754442,1.3287792726527607,1.9351298262342667,1.9358188319147256,1.837041583013607,1.836974781130508,1.1336084162014253,0.7071728319073741,1.567513510934096,0.6143027589694298,1.0920864300579536,3.9959808600519073,3.4597726984588326,1.2570751093143742,1.9248138969862039,1.9218962346998827,3.9730629067691967
african_female_loPoly_0018_grp.fbx,african,female,0018,False,0.05043194221586024,0.15123012836533245,0.05516861307557352,0.055113650341053276,0.08684050267370441,0.08680912586749388,0.08848182821221537,0.08842006888942622,0.05809577487956715,0.031853596465783646,0.06574269699111372,0.033639990367284274,0.0485297238301349,0.17815586535080238,0.1558607825384223,0.0520226392288623,0.0874786773814362,0.08735189395853242,0.17578464201768473,2.9986972882787843,1.0939220393186375,1.0928321995840307,1.721934529152322,1.7213123677833184,1.7544798856544712,1.753255278390194,1.1519638611359435,0.6316155013313383,1.303592407956845,0.6670373753066544,0.9622814767358471,3.532599727931448,3.090517154213545,1.031541458510432,1.7345887058445513,1.732074755016302,3.485581444896298
african_female_loPoly_0019_grp.fbx,african,female,0019,False,0.04907951840743551,0.1517943618012434,0.05587111838753762,0.055832929404860954,0.08465421770766211,0.08462030181845763,0.0837096741411347,0.08368125446933848,0.055441768112226716,0.028230115545717784,0.07759231964190623,0.02895290738112576,0.056003394144986014,0.1841174399256474,0.1600269485547935,0.059262420075584986,0.08610929995432293,0.08601759574450857,0.17793954957272662,3.0928250057613984,1.1383795155388725,1.1376014112722488,1.724837986487599,1.7241469469194652,1.7055928187032239,1.7050137651037105,1.1296314615798537,0.5751913723228577,1.5809511209496923,0.5899183268420053,1.1410746470670654,3.7514108919567914,3.2605647681039494,1.2074776199639068,1.7544854299401078,1.7526169476731654,3.625535770248489
african_female_loPoly_0020_grp.fbx,african,female,0020,False,0.04653056845828771,0.14877278437011016,0.05522161369108179,0.05536125667489221,0.08282453517614305,0.08294950313049353,0.08394139761311781,0.08395254615640836,0.05122053666919107,0.0319995181998603,0.06908463162351498,0.030966151817549803,0.0497083948443294,0.17654283858776315,0.15095523018992463,0.05034501729311389,0.08487141903850276,0.0847247539766979,0.17538328384456853,3.1973128482940716,1.1867814110327315,1.1897825130703221,1.7800026503091413,1.782688367644886,1.804005418252455,1.8042450143644293,1.1007932713116901,0.6877095909229272,1.4847149715234158,0.665501257421976,1.0682954558977815,3.794125978624672,3.2442163332959995,1.0819772670141703,1.8239927396241822,1.820840724364873,3.769205699728142
african_female_loPoly_0021_grp.fbx,african,female,0021,False,0.04451649810240128,0.14865458456673414,0.05521729791763448,0.055360572311329195,0.08509992638145941,0.08522332050994234,0.0865269467435847,0.08652992942768827,0.05371939471010948,0.03312849005047639,0.06988318392386077,0.02702464180667039,0.0515604702008484,0.17565324548103706,0.15998671981048065,0.05338749911896995,0.08297153618955669,0.08287659301169417,0.17251572235667317,3.3393144318042283,1.2403782927987317,1.2435967488723685,1.9116491639954267,1.9144210381037423,1.9437051527401548,1.9437721545087285,1.2067300214526933,0.744184548709805,1.5698266238981446,0.6070702539203694,1.1582328439726743,3.9458010618216637,3.593874779693211,1.1992744576665197,1.863837896653445,1.8617051328038692,3.8753210542265775
african_female_loPoly_0022_grp.fbx,african,female,0022,False,0.04900949806970091,0.15076755449577312,0.054227353247531355,0.05434434819876681,0.08614251864303508,0.08626453395760549,0.08561641566138854,0.08560749565555784,0.054520759433396404,0.03341616600089211,0.07157899872950829,0.027613531749926326,0.05038496270873082,0.17332865803818515,0.16143991021482457,0.056582234276289355,0.08404144434064638,0.0839568705708535,0.1737186762070922,3.076292564379107,1.1064662031512678,1.1088533924889155,1.7576698810610933,1.760159506937222,1.7469351663146104,1.7467531606589308,1.1124529240405079,0.6818304066972469,1.46051278933135,0.56343224961526,1.0280652667993813,3.5366340171792525,3.29405353193428,1.1545156858333574,1.7147991236540174,1.713073462851032,3.5445920290803814
african_female_loPoly_0023_grp.fbx,african,female,0023,False,0.04226330282330386,0.1524166758189675,0.05838835502215686,0.05858609208636636,0.08156182052672814,0.08153248291816342,0.08399018657573244,0.08385264551708373,0.047995728631807705,0.02911328025602765,0.07063347242898035,0.03350224835996125,0.04827371643899996,0.17372545349512827,0.15535123648705157,0.05458186675822272,0.08398141855459061,0.08389713179659528,0.1746863429129621,3.606359788211474,1.3815379092890416,1.3862166033569474,1.92984965864417,1.9291554959402428,1.987307686928351,1.9840533019309516,1.1356360110441488,0.6888548293952709,1.6712719477767193,0.7927030336466796,1.1422135331170091,4.110550806250206,3.675794983097993,1.2914718706775195,1.9871002251221008,1.985105900202732,4.133286592467652
african_female_loPoly_0024_grp.fbx,african,female,0024,False,0.047070725249674136,0.15300809500343904,0.057063497167472874,0.057199162485383585,0.08241391841391803,0.08241312625816317,0.08542577682307795,0.08532499692331894,0.0543701475199966,0.030003491749130255,0.06718861701705177,0.029937264427283516,0.04984485184198601,0.17639036891478738,0.15366637915288678,0.050945180947434714,0.0834106934589156,0.08331182233531106,0.17456029207762175,3.250599904544668,1.2122927119732008,1.2151748710474684,1.7508529553512364,1.750836126297708,1.8148387637955363,1.8126977324172338,1.1550735033633883,0.6374129905580319,1.4273971063897493,0.6360060158089611,1.0589352846721027,3.747347591930475,3.2645849057520224,1.082311366081775,1.7720290693734964,1.7699285892326,3.7084682921648886
african_female_loPoly_0025_grp.fbx,african,female,0025,False,0.05448951200779691,0.15560931532932046,0.05314349222641858,0.053318368859037034,0.08496299972419324,0.08508265693459725,0.08124991314772156,0.08120037488216536,0.05467698342702631,0.031463444566610384,0.06982084443240312,0.026115764046593777,0.04658866961259954,0.18300051170796883,0.14691042222120118,0.050131172620655765,0.0857111636222333,0.08555669432761429,0.1794893844374711,2.8557663593510307,0.9752976356039722,0.9785069987671701,1.559254186604495,1.5614501543420458,1.4911110441968263,1.4902019102418533,1.0034405046461523,0.5774220287035838,1.2813629973858538,0.47928056398921076,0.8550025114178516,3.358453855886675,2.6961229199516366,0.9200150776443453,1.5729846068353277,1.5701497623133782,3.2940171020762294
african_female_loPoly_0026_grp.fbx,african,female,0026,False,0.04800815823434709,0.1565716751225547,0.0584459173644332,0.05853439434662523,0.08667488211884374,0.08675662783780125,0.08727053990974758,0.08722273682940962,0.050224682596625964,0.033005453556461395,0.05732276771281894,0.026240199124373434,0.05112811929143492,0.18004511139051066,0.16010309740898418,0.05373660136881183,0.08530241639372382,0.08509898887935664,0.1771715030259242,3.2613555879037373,1.217416362426053,1.2192593196534505,1.8054198558451011,1.8071226022524614,1.8178272843491525,1.8168315560792903,1.0461697437227049,0.6874967665984711,1.1940213876358994,0.5465779169507917,1.0649881430955557,3.7503024071791757,3.334914383248295,1.1193222849021183,1.7768316788435934,1.7725943258217556,3.6904457396819716
african_female_loPoly_0027_grp.fbx,african,female,0027,False,0.04978921262095842,0.15460365005521254,0.05573065363433245,0.05588934643052246,0.08338175913721746,0.08357011607093433,0.0816132052993038,0.08159726392410273,0.058238954143578804,0.03224072921188382,0.07509011990624537,0.027681997222933647,0.052363221544860616,0.1779896965281647,0.15663323242182048,0.0575470527739913,0.08532106178543009,0.08518702217504616,0.17630428643747956,3.1051635869841654,1.1193318934084333,1.1225191861539145,1.6746952752998245,1.678478362514937,1.6391744517154563,1.6388542744247963,1.1697102861808166,0.647544468263238,1.508160421774509,0.5559838319532111,1.0516981247222754,3.5748646575953518,3.145927082925726,1.155813674180645,1.7136455327175586,1.7109533911204549,3.541013748895187
african_female_loPoly_0028_grp.fbx,african,female,0028,False,0.04643281927518017,0.1528564668451576,0.05597517838116264,0.056133631076543795,0.08308047738748517,0.08318310640262655,0.08555130024101643,0.08549774445567151,0.05545505383692472,0.033744317676148154,0.0688291426109303,0.027588683790264315,0.04800996350267638,0.17595950814796954,0.1564773131852707,0.05082019940229286,0.08606076452097004,0.08596728149233981,0.17587797915651085,3.2919919408568905,1.2055089321505654,1.2089214472175938,1.7892619635072287,1.7914722323804833,1.8424748179515849,1.8413214142560754,1.194307274522252,0.72673419798538,1.482338218642728,0.5941634434636053,1.0339661526505508,3.789550384721643,3.369972265907895,1.0944887731479593,1.8534468908928017,1.851433594476829,3.7877945363210643
african_female_loPoly_0029_grp.fbx,african,female,0029,False,0.054430935163477724,0.155191548434424,0.05364643455477726,0.053861721404595844,0.08362704800995481,0.08380061522372051,0.08493653840968346,0.08492053456890543,0.04945075010960477,0.032238552403311325,0.06846501570042722,0.02831784777709978,0.050149993584435455,0.17640669809075124,0.1571290081614668,0.053296941243988254,0.08683154995698911,0.08666303709045431,0.17689107506130794,2.8511644705041745,0.9855872289104661,0.9895424585821959,1.5363882277383176,1.5395769881967665,1.5604460616850562,1.5601520406337925,0.9085045105524004,0.5922836399280326,1.2578328021519303,0.5202528248329747,0.9213509456307355,3.240927196288872,2.886759297622684,0.9791663708131482,1.5952610348545264,1.592165132386037,3.2498261242441226
african_female_loPoly_0030_grp.fbx,african,female,0030,False,0.0502355877572523,0.15193033776528153,0.05355869550382984,0.05379774867396961,0.08258816386606903,0.08276571898367348,0.08886571369603019,0.08886908451193616,0.056397903305242976,0.03291235736099671,0.06180093183174946,0.02999515524107991,0.05001239307144887,0.17640277873394267,0.1590241478536385,0.051526843074084165,0.08780204306157162,0.08766908683816434,0.17826893265333632,3.0243567269370306,1.0661504701136457,1.0709091119612322,1.644017071426543,1.6475515203208693,1.768979276712076,1.769046376870678,1.1226683278350027,0.6551601928106293,1.2302221311788577,0.5970897640537636,0.9955570404215842,3.511510198434498,3.1655675777513093,1.025703995404044,1.7478056290661397,1.7451589749839826,3.5486582443260133
african_female_loPoly_0031_grp.fbx,african,female,0031,False,0.048819757112436885,0.16188027524801746,0.059980937342473575,0.060507590752418176,0.0841432468801266,0.08448615507418952,0.08469394083617564,0.08477258650428096,0.04856642263323449,0.02932318253796748,0.07142884763767174,0.030544914354410535,0.049973276450246046,0.18626327380149993,0.15830387946587127,0.05369425305331295,0.08856154150727476,0.08846905265405164,0.18082483905046812,3.315876293181686,1.228620150737976,1.2394078613103916,1.7235490681843442,1.7305730317258499,1.7348292135316619,1.7364401528881235,0.9948108205737497,0.6006417129530816,1.4631135397327728,0.6256670692576876,1.0236281252926451,3.815325696367489,3.2426191531695103,1.0998467880462741,1.8140512519000962,1.8121567555180247,3.7039274618677447
african_female_loPoly_0032_grp.fbx,african,female,0032,False,0.04726657212561669,0.14889439412701477,0.05259525469562204,0.05304728893101587,0.08145446592712816,0.08175037039092865,0.08346514166007266,0.08348749225011147,0.04979280425569379,0.03241885971906355,0.0718156824592887,0.02892153530297422,0.04962570745261787,0.18470720859539574,0.15523299474313468,0.05320751433865389,0.08818611739681534,0.08814081001086399,0.17962078754781818,3.1500992653181985,1.1127368101888946,1.1223003180775668,1.7232996230539621,1.7295599556842636,1.76583868697425,1.7663115494864585,1.0534464848299836,0.6858728750819177,1.5193757285472225,0.6118813783684526,1.0499112844640286,3.907776686333711,3.2842025084997495,1.1256901430729611,1.8657184862581098,1.8647599359779892,3.800165306476086
african_female_loPoly_0033_grp.fbx,african,female,0033,False,0.047191394538408885,0.1513932139056459,0.05424105149320491,0.05444731146772801,0.08457119494434756,0.08478454938703507,0.0845627172580316,0.08457283051411307,0.054002295315841296,0.03537984744436404,0.0708533302885715,0.027267075309524845,0.049934982029040016,0.18129312507852888,0.15736974048651364,0.05291649036334486,0.08601809605169482,0.08595894248558372,0.177685552942401,3.2080682375772467,1.1493843744977348,1.1537550860764152,1.7920893368708444,1.7966103823871802,1.7919096921199553,1.7921239950915115,1.1443250584995754,0.7497097254790495,1.501403613552981,0.5777976170492755,1.0581374531832946,3.8416564471510823,3.3347126531391447,1.121316521389855,1.8227496113022266,1.8214961292492022,3.7652108966134374
african_female_loPoly_0034_grp.fbx,african,female,0034,False,0.04973865672945976,0.15420231968164444,0.05502804273673517,0.055028039200742764,0.0855764835675014,0.08568204743479532,0.08027934592796214,0.08027934465472533,0.06065987050533295,0.032926546208846524,0.08350830152631106,0.028865365951292635,0.049885835498571396,0.18054396659148525,0.16510857523043096,0.061257450232133075,0.08643575061510653,0.0864357477016009,0.17731285095214844,3.1002509882883866,1.1063435636399597,1.106343492548526,1.7205226114764618,1.7226449821682983,1.6140232005986885,1.6140231750001521,1.2195719485404728,0.6619910623630578,1.6789416324717479,0.580340681661311,1.0029590418959677,3.6298520801135883,3.319522200378174,1.2315863406872192,1.7377982498653086,1.7377981912890257,3.5648902204294477
african_female_loPoly_0035_grp.fbx,african,female,0035,False,0.04845699854195118,0.15353355556726456,0.055460336785471714,0.055460345608007555,0.08381827183655574,0.08387074960443298,0.08064860397146,0.08064860433706476,0.05250777676701546,0.030586946458240446,0.0798887237906456,0.029695121579277253,0.051907017827034,0.17788393795490265,0.15396745269953915,0.05378345293870933,0.08206283320307639,0.08206283320307639,0.17482395470142365,3.168449557071604,1.1445268682388048,1.1445270503081881,1.7297454311783442,1.730828407207737,1.664333458491847,1.6643334660367792,1.083595318466895,0.6312183457206928,1.6486519222085683,0.612813885977048,1.0711975439852304,3.6709648411446976,3.1774038288038686,1.1099212612631553,1.6935187005450056,1.6935187005450056,3.607816413764701
african_female_loPoly_0036_grp.fbx,african,female,0036,False,0.052160011457767566,0.15184934204965028,0.05299550603514638,0.05311144098427366,0.0841166488943337,0.08407844127698051,0.08092363056844616,0.08101792219058078,0.058032423320181964,0.027403405097139552,0.08056192459988704,0.02916619519970359,0.05211794376373291,0.1747351586818695,0.15864087492403567,0.05807279970000173,0.08196582093062862,0.08195302953226392,0.17132505774497986,2.911221409002148,1.0160179139925092,1.018240592743666,1.6126654604445494,1.6119329526040531,1.5514496317541582,1.5532573695114813,1.1125845585208338,0.5253719148303349,1.5445150863342059,0.5591677299250327,0.9991934876381552,3.3499831345579256,3.041427148697667,1.1133586453872153,1.571430270811845,1.5711850370013605,3.284605446908246
